ID,Üniversite,Yerleşke Adı,İl,Lat,Lng
1082-ladi-k-meslek-yuksekokulu,"ONDOKUZ MAYIS ÜNİVERSİTESİ","LADİK MESLEK YÜKSEKOKULU","SAMSUN",,
1082-saglik-hi-zmetleri-meslek-yuksekokulu,"ONDOKUZ MAYIS ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","SAMSUN",,
1082-samsun-meslek-yuksekokulu,"ONDOKUZ MAYIS ÜNİVERSİTESİ","SAMSUN MESLEK YÜKSEKOKULU","SAMSUN",,
1082-vezi-rkopru-meslek-yuksekokulu,"ONDOKUZ MAYIS ÜNİVERSİTESİ","VEZİRKÖPRÜ MESLEK YÜKSEKOKULU","SAMSUN",,
1082-yesi-lyurt-demi-r-celi-k-meslek-yuksekokulu,"ONDOKUZ MAYIS ÜNİVERSİTESİ","YEŞİLYURT DEMİR ÇELİK MESLEK YÜKSEKOKULU","SAMSUN",,
1083-merkez-kampus,"ORDU ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1083-akkus-meslek-yuksekokulu,"ORDU ÜNİVERSİTESİ","AKKUŞ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1083-aybasti-meslek-yuksekokulu,"ORDU ÜNİVERSİTESİ","AYBASTI MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1083-fatsa-meslek-yuksekokulu,"ORDU ÜNİVERSİTESİ","FATSA MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1083-golkoy-meslek-yuksekokulu,"ORDU ÜNİVERSİTESİ","GÖLKÖY MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1083-i-ki-zce-meslek-yuksekokulu,"ORDU ÜNİVERSİTESİ","İKİZCE MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1083-mesudi-ye-meslek-yuksekokulu,"ORDU ÜNİVERSİTESİ","MESUDİYE MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1083-sosyal-bi-li-mler-meslek-yuksekokulu,"ORDU ÜNİVERSİTESİ","SOSYAL BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1083-tekni-k-bi-li-mler-meslek-yuksekokulu,"ORDU ÜNİVERSİTESİ","TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1083-ulubey-meslek-yuksekokulu,"ORDU ÜNİVERSİTESİ","ULUBEY MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1084-odtu-kuzey-kibris-kampusu-kktc-guzelyurt,"ORTA DOĞU TEKNİK ÜNİVERSİTESİ","ODTÜ KUZEY KIBRIS KAMPUSU (KKTC-GÜZELYURT)","ANKARA",,
1085-merkez-kampus,"OSMANİYE KORKUT ATA ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1085-bahce-meslek-yuksekokulu,"OSMANİYE KORKUT ATA ÜNİVERSİTESİ","BAHÇE MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1085-duzi-ci-meslek-yuksekokulu,"OSMANİYE KORKUT ATA ÜNİVERSİTESİ","DÜZİÇİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1085-kadi-rli-meslek-yuksekokulu,"OSMANİYE KORKUT ATA ÜNİVERSİTESİ","KADİRLİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1085-saglik-hi-zmetleri-meslek-yuksekokulu,"OSMANİYE KORKUT ATA ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1086-merkez-kampus,"PAMUKKALE ÜNİVERSİTESİ","Merkez Kampüs","DENİZLİ",,
1086-uygulamali-bi-li-mler-fakultesi-civril,"PAMUKKALE ÜNİVERSİTESİ","UYGULAMALI BİLİMLER FAKÜLTESİ (Çivril)","DENİZLİ",,
1086-zi-raat-fakultesi-civril,"PAMUKKALE ÜNİVERSİTESİ","ZİRAAT FAKÜLTESİ (Çivril)","DENİZLİ",,
1086-acipayam-meslek-yuksekokulu,"PAMUKKALE ÜNİVERSİTESİ","ACIPAYAM MESLEK YÜKSEKOKULU","DENİZLİ",,
1086-beki-lli-meslek-yuksekokulu,"PAMUKKALE ÜNİVERSİTESİ","BEKİLLİ MESLEK YÜKSEKOKULU","DENİZLİ",,
1086-bozkurt-meslek-yuksekokulu,"PAMUKKALE ÜNİVERSİTESİ","BOZKURT MESLEK YÜKSEKOKULU","DENİZLİ",,
1086-buldan-meslek-yuksekokulu,"PAMUKKALE ÜNİVERSİTESİ","BULDAN MESLEK YÜKSEKOKULU","DENİZLİ",,
1086-cameli-meslek-yuksekokulu,"PAMUKKALE ÜNİVERSİTESİ","ÇAMELİ MESLEK YÜKSEKOKULU","DENİZLİ",,
1086-cardak-organi-ze-sanayi-bolgesi-meslek-yuksekokulu,"PAMUKKALE ÜNİVERSİTESİ","ÇARDAK ORGANİZE SANAYİ BÖLGESİ MESLEK YÜKSEKOKULU","DENİZLİ",,
1086-ci-vri-l-atasay-kamer-meslek-yuksekokulu,"PAMUKKALE ÜNİVERSİTESİ","ÇİVRİL ATASAY KAMER MESLEK YÜKSEKOKULU","DENİZLİ",,
1086-honaz-meslek-yuksekokulu,"PAMUKKALE ÜNİVERSİTESİ","HONAZ MESLEK YÜKSEKOKULU","DENİZLİ",,
1086-saraykoy-meslek-yuksekokulu,"PAMUKKALE ÜNİVERSİTESİ","SARAYKÖY MESLEK YÜKSEKOKULU","DENİZLİ",,
1086-seri-nhi-sar-meslek-yuksekokulu,"PAMUKKALE ÜNİVERSİTESİ","SERİNHİSAR MESLEK YÜKSEKOKULU","DENİZLİ",,
1086-tavas-meslek-yuksekokulu,"PAMUKKALE ÜNİVERSİTESİ","TAVAS MESLEK YÜKSEKOKULU","DENİZLİ",,
1086-tavas-saglik-hi-zmetleri-meslek-yuksekokulu,"PAMUKKALE ÜNİVERSİTESİ","TAVAS SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DENİZLİ",,
1087-guneysu-fi-zi-k-tedavi-ve-rehabi-li-tasyon-yuksekokulu,"RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ","GÜNEYSU FİZİK TEDAVİ VE REHABİLİTASYON YÜKSEKOKULU","RİZE",,
1087-zi-raat-fakultesi-pazar,"RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ","ZİRAAT FAKÜLTESİ (Pazar)","RİZE",,
1087-ardesen-meslek-yuksekokulu,"RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ","ARDEŞEN MESLEK YÜKSEKOKULU","RİZE",,
1087-pazar-meslek-yuksekokulu,"RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ","PAZAR MESLEK YÜKSEKOKULU","RİZE",,
1087-saglik-hi-zmetleri-meslek-yuksekokulu,"RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","RİZE",,
1087-tekni-k-bi-li-mler-meslek-yuksekokulu,"RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ","TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","RİZE",,
1088-merkez-kampus,"SAKARYA ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1088-adapazari-meslek-yuksekokulu,"SAKARYA ÜNİVERSİTESİ","ADAPAZARI MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1088-sakarya-saglik-hi-zmetleri-meslek-yuksekokulu,"SAKARYA ÜNİVERSİTESİ","SAKARYA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1089-aksehi-r-kadi-r-yallagoz-saglik-yuksekokulu,"SELÇUK ÜNİVERSİTESİ","AKŞEHİR KADİR YALLAGÖZ SAĞLIK YÜKSEKOKULU","KONYA",,
1089-beysehi-r-ali-akkanat-uygulamali-bi-li-mler-yuksekokulu,"SELÇUK ÜNİVERSİTESİ","BEYŞEHİR ALİ AKKANAT UYGULAMALI BİLİMLER YÜKSEKOKULU","KONYA",,
1089-cumra-uygulamali-bi-li-mler-yuksekokulu,"SELÇUK ÜNİVERSİTESİ","ÇUMRA UYGULAMALI BİLİMLER YÜKSEKOKULU","KONYA",,
1089-si-vi-l-havacilik-yuksekokulu,"SELÇUK ÜNİVERSİTESİ","SİVİL HAVACILIK YÜKSEKOKULU","KONYA",,
1089-akoren-ali-riza-ercan-meslek-yuksekokulu,"SELÇUK ÜNİVERSİTESİ","AKÖREN ALİ RIZA ERCAN MESLEK YÜKSEKOKULU","KONYA",,
1089-aksehi-r-meslek-yuksekokulu,"SELÇUK ÜNİVERSİTESİ","AKŞEHİR MESLEK YÜKSEKOKULU","KONYA",,
1089-beysehi-r-ali-akkanat-meslek-yuksekokulu,"SELÇUK ÜNİVERSİTESİ","BEYŞEHİR ALİ AKKANAT MESLEK YÜKSEKOKULU","KONYA",,
1089-cumra-meslek-yuksekokulu,"SELÇUK ÜNİVERSİTESİ","ÇUMRA MESLEK YÜKSEKOKULU","KONYA",,
1089-doganhi-sar-meslek-yuksekokulu,"SELÇUK ÜNİVERSİTESİ","DOĞANHİSAR MESLEK YÜKSEKOKULU","KONYA",,
1089-guneysinir-meslek-yuksekokulu,"SELÇUK ÜNİVERSİTESİ","GÜNEYSINIR MESLEK YÜKSEKOKULU","KONYA",,
1089-hadi-m-meslek-yuksekokulu,"SELÇUK ÜNİVERSİTESİ","HADİM MESLEK YÜKSEKOKULU","KONYA",,
1089-huglu-meslek-yuksekokulu,"SELÇUK ÜNİVERSİTESİ","HUĞLU MESLEK YÜKSEKOKULU","KONYA",,
1089-ilgin-meslek-yuksekokulu,"SELÇUK ÜNİVERSİTESİ","ILGIN MESLEK YÜKSEKOKULU","KONYA",,
1089-kadinhani-fai-k-i-ci-l-meslek-yuksekokulu,"SELÇUK ÜNİVERSİTESİ","KADINHANI FAİK İÇİL MESLEK YÜKSEKOKULU","KONYA",,
1089-kulu-meslek-yuksekokulu,"SELÇUK ÜNİVERSİTESİ","KULU MESLEK YÜKSEKOKULU","KONYA",,
1089-si-li-fke-tasucu-meslek-yuksekokulu,"SELÇUK ÜNİVERSİTESİ","SİLİFKE TAŞUCU MESLEK YÜKSEKOKULU","KONYA",,
1089-taskent-meslek-yuksekokulu,"SELÇUK ÜNİVERSİTESİ","TAŞKENT MESLEK YÜKSEKOKULU","KONYA",,
1089-yunak-meslek-yuksekokulu,"SELÇUK ÜNİVERSİTESİ","YUNAK MESLEK YÜKSEKOKULU","KONYA",,
1090-merkez-kampus,"SİİRT ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1090-turi-zm-i-sletmeci-li-gi-ve-otelci-li-k-yuksekokulu,"SİİRT ÜNİVERSİTESİ","TURİZM İŞLETMECİLİĞİ VE OTELCİLİK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1090-eruh-meslek-yuksekokulu,"SİİRT ÜNİVERSİTESİ","ERUH MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1090-kurtalan-meslek-yuksekokulu,"SİİRT ÜNİVERSİTESİ","KURTALAN MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1090-saglik-hi-zmetleri-meslek-yuksekokulu,"SİİRT ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1090-sosyal-bi-li-mler-meslek-yuksekokulu,"SİİRT ÜNİVERSİTESİ","SOSYAL BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1090-tasarim-meslek-yuksekokulu,"SİİRT ÜNİVERSİTESİ","TASARIM MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1090-tekni-k-bi-li-mler-meslek-yuksekokulu,"SİİRT ÜNİVERSİTESİ","TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1091-merkez-kampus,"SİNOP ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1091-ayancik-meslek-yuksekokulu,"SİNOP ÜNİVERSİTESİ","AYANCIK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1091-boyabat-meslek-yuksekokulu,"SİNOP ÜNİVERSİTESİ","BOYABAT MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1091-duragan-meslek-yuksekokulu,"SİNOP ÜNİVERSİTESİ","DURAĞAN MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1091-gerze-meslek-yuksekokulu,"SİNOP ÜNİVERSİTESİ","GERZE MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1091-meslek-yuksekokulu,"SİNOP ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1091-saglik-hi-zmetleri-meslek-yuksekokulu,"SİNOP ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1091-turkeli-meslek-yuksekokulu,"SİNOP ÜNİVERSİTESİ","TÜRKELİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1092-si-vi-l-havacilik-yuksekokulu-keciborlu,"SÜLEYMAN DEMİREL ÜNİVERSİTESİ","SİVİL HAVACILIK YÜKSEKOKULU (Keçiborlu)","ISPARTA",,
1092-atayalvac-saglik-hi-zmetleri-meslek-yuksekokulu,"SÜLEYMAN DEMİREL ÜNİVERSİTESİ","ATAYALVAÇ SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","ISPARTA",,
1092-egi-rdi-r-saglik-hi-zmetleri-meslek-yuksekokulu,"SÜLEYMAN DEMİREL ÜNİVERSİTESİ","EĞİRDİR SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","ISPARTA",,
1093-merkez-kampus,"ŞIRNAK ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1093-turi-zm-ve-otel-i-sletmeci-li-gi-yuksekokulu,"ŞIRNAK ÜNİVERSİTESİ","TURİZM VE OTEL İŞLETMECİLİĞİ YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1093-ci-zre-meslek-yuksekokulu,"ŞIRNAK ÜNİVERSİTESİ","CİZRE MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1093-saglik-hi-zmetleri-meslek-yuksekokulu,"ŞIRNAK ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1093-si-lopi-meslek-yuksekokulu,"ŞIRNAK ÜNİVERSİTESİ","SİLOPİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1093-sirnak-meslek-yuksekokulu,"ŞIRNAK ÜNİVERSİTESİ","ŞIRNAK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1094-arda-meslek-yuksekokulu,"TRAKYA ÜNİVERSİTESİ","ARDA MESLEK YÜKSEKOKULU","EDİRNE",,
1094-edi-rne-tekni-k-bi-li-mler-meslek-yuksekokulu,"TRAKYA ÜNİVERSİTESİ","EDİRNE TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","EDİRNE",,
1094-i-psala-meslek-yuksekokulu,"TRAKYA ÜNİVERSİTESİ","İPSALA MESLEK YÜKSEKOKULU","EDİRNE",,
1094-kesan-meslek-yuksekokulu,"TRAKYA ÜNİVERSİTESİ","KEŞAN MESLEK YÜKSEKOKULU","EDİRNE",,
1094-sehi-t-ressam-hasan-riza-guzel-sanatlar-meslek-yuksekokulu,"TRAKYA ÜNİVERSİTESİ","ŞEHİT RESSAM HASAN RIZA GÜZEL SANATLAR MESLEK YÜKSEKOKULU","EDİRNE",,
1094-tunca-meslek-yuksekokulu,"TRAKYA ÜNİVERSİTESİ","TUNCA MESLEK YÜKSEKOKULU","EDİRNE",,
1094-uzunkopru-meslek-yuksekokulu,"TRAKYA ÜNİVERSİTESİ","UZUNKÖPRÜ MESLEK YÜKSEKOKULU","EDİRNE",,
1095-merkez-kampus,"MUNZUR ÜNİVERSİTESİ","Merkez Kampüs","TUNCELİ",,
1095-cemi-sgezek-meslek-yuksekokulu,"MUNZUR ÜNİVERSİTESİ","ÇEMİŞGEZEK MESLEK YÜKSEKOKULU","TUNCELİ",,
1095-pertek-saki-ne-genc-meslek-yuksekokulu,"MUNZUR ÜNİVERSİTESİ","PERTEK SAKİNE GENÇ MESLEK YÜKSEKOKULU","TUNCELİ",,
1095-tunceli-meslek-yuksekokulu,"MUNZUR ÜNİVERSİTESİ","TUNCELİ MESLEK YÜKSEKOKULU","TUNCELİ",,
1097-merkez-kampus,"BURSA ULUDAĞ ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1097-hukuk-fakultesi-gemlik,"BURSA ULUDAĞ ÜNİVERSİTESİ","HUKUK FAKÜLTESİ (Gemlik)","DEVLET ÜNIVERSITESI",,
1097-buyukorhan-meslek-yuksekokulu,"BURSA ULUDAĞ ÜNİVERSİTESİ","BÜYÜKORHAN MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1097-gemli-k-asim-kocabiyik-meslek-yuksekokulu,"BURSA ULUDAĞ ÜNİVERSİTESİ","GEMLİK ASIM KOCABIYIK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1097-harmancik-meslek-yuksekokulu,"BURSA ULUDAĞ ÜNİVERSİTESİ","HARMANCIK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1097-i-negol-meslek-yuksekokulu,"BURSA ULUDAĞ ÜNİVERSİTESİ","İNEGÖL MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1097-i-zni-k-meslek-yuksekokulu,"BURSA ULUDAĞ ÜNİVERSİTESİ","İZNİK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1097-karacabey-meslek-yuksekokulu,"BURSA ULUDAĞ ÜNİVERSİTESİ","KARACABEY MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1097-mennan-pasi-nli-atcilik-meslek-yuksekokulu,"BURSA ULUDAĞ ÜNİVERSİTESİ","MENNAN PASİNLİ ATÇILIK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1097-mustafakemalpasa-meslek-yuksekokulu,"BURSA ULUDAĞ ÜNİVERSİTESİ","MUSTAFAKEMALPAŞA MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1097-orhaneli-meslek-yuksekokulu,"BURSA ULUDAĞ ÜNİVERSİTESİ","ORHANELİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1097-orhangazi-yeni-koy-asi-l-celi-k-meslek-yuksekokulu,"BURSA ULUDAĞ ÜNİVERSİTESİ","ORHANGAZİ YENİKÖY ASİL ÇELİK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1097-sosyal-bi-li-mler-meslek-yuksekokulu,"BURSA ULUDAĞ ÜNİVERSİTESİ","SOSYAL BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1098-banaz-meslek-yuksekokulu,"UŞAK ÜNİVERSİTESİ","BANAZ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1098-esme-meslek-yuksekokulu,"UŞAK ÜNİVERSİTESİ","EŞME MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1098-karahalli-meslek-yuksekokulu,"UŞAK ÜNİVERSİTESİ","KARAHALLI MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1098-saglik-hi-zmetleri-meslek-yuksekokulu,"UŞAK ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1098-si-vasli-meslek-yuksekokulu,"UŞAK ÜNİVERSİTESİ","SİVASLI MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1098-si-vi-l-havacilik-meslek-yuksekokulu,"UŞAK ÜNİVERSİTESİ","SİVİL HAVACILIK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1098-sosyal-bi-li-mler-meslek-yuksekokulu,"UŞAK ÜNİVERSİTESİ","SOSYAL BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1098-tekni-k-bi-li-mler-meslek-yuksekokulu,"UŞAK ÜNİVERSİTESİ","TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1098-ulubey-meslek-yuksekokulu,"UŞAK ÜNİVERSİTESİ","ULUBEY MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1098-uzaktan-egi-ti-m-meslek-yuksekokulu,"UŞAK ÜNİVERSİTESİ","UZAKTAN EĞİTİM MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1099-merkez-kampus,"YALOVA ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1099-altinova-meslek-yuksekokulu,"YALOVA ÜNİVERSİTESİ","ALTINOVA MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1099-cinarcik-meslek-yuksekokulu,"YALOVA ÜNİVERSİTESİ","ÇINARCIK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1099-termal-saglik-hi-zmetleri-meslek-yuksekokulu,"YALOVA ÜNİVERSİTESİ","TERMAL SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1100-merkez-kampus,"ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1100-saglik-hi-zmetleri-meslek-yuksekokulu,"ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1100-serefli-kochi-sar-berat-comertoglu-meslek-yuksekokulu,"ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ","ŞEREFLİKOÇHİSAR BERAT CÖMERTOĞLU MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1100-tekni-k-bi-li-mler-meslek-yuksekokulu,"ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ","TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1102-merkez-kampus,"VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1102-baskale-meslek-yuksekokulu,"VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ","BAŞKALE MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1102-erci-s-meslek-yuksekokulu,"VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ","ERCİŞ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1102-gevas-meslek-yuksekokulu,"VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ","GEVAŞ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1102-muradi-ye-meslek-yuksekokulu,"VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ","MURADİYE MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1102-ozalp-meslek-yuksekokulu,"VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ","ÖZALP MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1102-van-guvenli-k-meslek-yuksekokulu,"VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ","VAN GÜVENLİK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1102-van-meslek-yuksekokulu,"VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ","VAN MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1102-van-saglik-hi-zmetleri-meslek-yuksekokulu,"VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ","VAN SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1103-uygulamali-bi-li-mler-yuksekokulu-devrek,"BÜLENT ECEVİT ÜNİVERSİTESİ","UYGULAMALI BİLİMLER YÜKSEKOKULU (Devrek)","DEVLET ÜNIVERSITESI",,
1103-ahmet-erdogan-saglik-hi-zmetleri-meslek-yuksekokulu,"BÜLENT ECEVİT ÜNİVERSİTESİ","AHMET ERDOĞAN SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1103-alapli-meslek-yuksekokulu,"BÜLENT ECEVİT ÜNİVERSİTESİ","ALAPLI MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1103-bi-li-si-m-teknoloji-leri-meslek-yuksekokulu,"BÜLENT ECEVİT ÜNİVERSİTESİ","BİLİŞİM TEKNOLOJİLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1103-caycuma-gida-ve-tarim-meslek-yuksekokulu,"BÜLENT ECEVİT ÜNİVERSİTESİ","ÇAYCUMA GIDA VE TARIM MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1103-caycuma-meslek-yuksekokulu,"BÜLENT ECEVİT ÜNİVERSİTESİ","ÇAYCUMA MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1103-devrek-meslek-yuksekokulu,"BÜLENT ECEVİT ÜNİVERSİTESİ","DEVREK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1103-gokcebey-mi-that-mehmet-canakci-meslek-yuksekokulu,"BÜLENT ECEVİT ÜNİVERSİTESİ","GÖKÇEBEY MİTHAT-MEHMET ÇANAKÇI MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1103-karadeni-z-eregli-meslek-yuksekokulu,"BÜLENT ECEVİT ÜNİVERSİTESİ","KARADENİZ EREĞLİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1103-zonguldak-meslek-yuksekokulu-kilimli,"BÜLENT ECEVİT ÜNİVERSİTESİ","ZONGULDAK MESLEK YÜKSEKOKULU (Kilimli)","DEVLET ÜNIVERSITESI",,
1104-merkez-kampus,"ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1104-bi-li-si-m-teknoloji-leri-meslek-yuksekokulu,"ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ","BİLİŞİM TEKNOLOJİLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1105-akseki-meslek-yuksekokulu,"ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ","AKSEKİ MESLEK YÜKSEKOKULU","ANTALYA",,
1105-alanya-ti-caret-ve-sanayi-odasi-meslek-yuksekokulu,"ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ","ALANYA TİCARET VE SANAYİ ODASI MESLEK YÜKSEKOKULU","ANTALYA",,
1105-alanya-ti-caret-ve-sanayi-odasi-turi-zm-meslek-yuksekokulu,"ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ","ALANYA TİCARET VE SANAYİ ODASI TURİZM MESLEK YÜKSEKOKULU","ANTALYA",,
